_time,pax_id,OPERATION,LOCATION,GATE
"""2018-10-04T15:47:00.000Z""",976535c9.8dfe88,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-04T17:43:00.000Z""",976535c9.8dfe88,BOARD Aircraft,Terminal 1,A18
"""2018-10-04T16:43:00.000Z""",976535c9.8dfe88,ENTER Duty Free Area,Terminal 1,
"""2018-10-04T15:29:00.000Z""",976535c9.8dfe88,ENTER Duty Free Area,Terminal 1,
"""2018-12-17T15:59:00.000Z""",1c56d1c6.c45e1e,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-17T17:05:00.000Z""",1c56d1c6.c45e1e,LEAVE Dining Area,Terminal 1,
"""2018-12-17T17:17:00.000Z""",1c56d1c6.c45e1e,ENTER Bording Gate Area,Terminal 1,B4
"""2018-12-17T15:09:00.000Z""",1c56d1c6.c45e1e,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-17T16:15:00.000Z""",1c56d1c6.c45e1e,ENTER Dining Area,Terminal 1,
"""2018-12-17T17:57:00.000Z""",1c56d1c6.c45e1e,BOARD Aircraft,Terminal 1,B4
"""2018-08-12T16:17:00.000Z""",8f13b5d4.6d05d8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-12T17:23:00.000Z""",8f13b5d4.6d05d8,LEAVE Dining Area,Terminal 1,
"""2018-08-12T17:35:00.000Z""",8f13b5d4.6d05d8,ENTER Bording Gate Area,Terminal 1,B9
"""2018-08-12T15:27:00.000Z""",8f13b5d4.6d05d8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-12T16:33:00.000Z""",8f13b5d4.6d05d8,ENTER Dining Area,Terminal 1,
"""2018-08-12T18:15:00.000Z""",8f13b5d4.6d05d8,BOARD Aircraft,Terminal 1,B9
"""2018-07-22T17:55:00.000Z""",9a204d71.ea27b,LEAVE Dining Area,Terminal 1,
"""2018-07-22T18:13:00.000Z""",9a204d71.ea27b,ENTER Bording Gate Area,Terminal 1,A17
"""2018-07-22T16:40:00.000Z""",9a204d71.ea27b,ENTER Dining Area,Terminal 1,
"""2018-07-22T19:13:00.000Z""",9a204d71.ea27b,BOARD Aircraft,Terminal 1,A17
"""2018-12-28T10:34:00.000Z""",493c328d.13a4ec,LEAVE Duty Free Area,Terminal 1,
"""2018-12-28T12:13:00.000Z""",493c328d.13a4ec,LEAVE Dining Area,Terminal 1,
"""2018-12-28T12:31:00.000Z""",493c328d.13a4ec,ENTER Bording Gate Area,Terminal 1,B2
"""2018-12-28T10:22:00.000Z""",493c328d.13a4ec,ENTER Duty Free Area,Terminal 1,
"""2018-12-28T10:58:00.000Z""",493c328d.13a4ec,ENTER Dining Area,Terminal 1,
"""2018-12-28T13:31:00.000Z""",493c328d.13a4ec,BOARD Aircraft,Terminal 1,B2
"""2018-07-12T11:20:00.000Z""",98ba05aa.0a7f48,Passport Control,Border-Control Booth 1,
"""2018-07-12T11:50:00.000Z""",98ba05aa.0a7f48,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-12T11:56:00.000Z""",98ba05aa.0a7f48,ENTER Bording Gate Area,Terminal 1,B1
"""2018-07-12T11:25:00.000Z""",98ba05aa.0a7f48,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-12T12:16:00.000Z""",98ba05aa.0a7f48,BOARD Aircraft,Terminal 1,B1
"""2018-07-18T11:08:00.000Z""",6278180b.4b5708,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-18T11:15:00.000Z""",6278180b.4b5708,LEAVE Duty Free Area,Terminal 1,
"""2018-07-18T11:48:00.000Z""",6278180b.4b5708,LEAVE Dining Area,Terminal 1,
"""2018-07-18T11:54:00.000Z""",6278180b.4b5708,ENTER Bording Gate Area,Terminal 1,B12
"""2018-07-18T10:43:00.000Z""",6278180b.4b5708,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-18T11:11:00.000Z""",6278180b.4b5708,ENTER Duty Free Area,Terminal 1,
"""2018-07-18T11:23:00.000Z""",6278180b.4b5708,ENTER Dining Area,Terminal 1,
"""2018-07-18T12:14:00.000Z""",6278180b.4b5708,BOARD Aircraft,Terminal 1,B12
"""2018-03-17T08:19:00.000Z""",6ad018c6.da8478,Passport Control,Border-Control Booth 1,
"""2018-03-17T08:40:00.000Z""",6ad018c6.da8478,LEAVE Duty Free Area,Terminal 1,
"""2018-03-17T10:10:00.000Z""",6ad018c6.da8478,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-17T10:49:00.000Z""",6ad018c6.da8478,ENTER Bording Gate Area,Terminal 1,A1
"""2018-03-17T10:31:00.000Z""",6ad018c6.da8478,LEAVE Duty Free Area,Terminal 1,
"""2018-03-17T08:55:00.000Z""",6ad018c6.da8478,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-17T11:49:00.000Z""",6ad018c6.da8478,BOARD Aircraft,Terminal 1,A1
"""2018-03-17T10:19:00.000Z""",6ad018c6.da8478,ENTER Duty Free Area,Terminal 1,
"""2018-03-17T08:28:00.000Z""",6ad018c6.da8478,ENTER Duty Free Area,Terminal 1,
"""2018-02-20T10:28:00.000Z""",41897395.afb09c,Passport Control,Border-Control Booth 1,
"""2018-02-20T11:58:00.000Z""",41897395.afb09c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-20T13:37:00.000Z""",41897395.afb09c,LEAVE Dining Area,Terminal 1,
"""2018-02-20T13:55:00.000Z""",41897395.afb09c,ENTER Bording Gate Area,Terminal 1,B12
"""2018-02-20T10:43:00.000Z""",41897395.afb09c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-20T12:22:00.000Z""",41897395.afb09c,ENTER Dining Area,Terminal 1,
"""2018-02-20T14:55:00.000Z""",41897395.afb09c,BOARD Aircraft,Terminal 1,B12
"""2018-10-15T05:28:00.000Z""",34534ac.f4f32b6,ENTER Bording Gate Area,Terminal 1,B11
"""2018-10-15T06:08:00.000Z""",34534ac.f4f32b6,BOARD Aircraft,Terminal 1,B11
"""2018-10-09T11:24:00.000Z""",be779dcf.bcc63,ENTER Bording Gate Area,Terminal 1,A12
"""2018-10-09T11:44:00.000Z""",be779dcf.bcc63,BOARD Aircraft,Terminal 1,A12
"""2018-09-21T06:10:00.000Z""",60b30008.96ba7,Passport Control,Border-Control Booth 1,
"""2018-09-21T06:24:00.000Z""",60b30008.96ba7,LEAVE Duty Free Area,Terminal 1,
"""2018-09-21T07:24:00.000Z""",60b30008.96ba7,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-21T08:44:00.000Z""",60b30008.96ba7,LEAVE Dining Area,Terminal 1,
"""2018-09-21T08:56:00.000Z""",60b30008.96ba7,ENTER Bording Gate Area,Terminal 1,B17
"""2018-09-21T07:38:00.000Z""",60b30008.96ba7,LEAVE Duty Free Area,Terminal 1,
"""2018-09-21T06:34:00.000Z""",60b30008.96ba7,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-21T07:54:00.000Z""",60b30008.96ba7,ENTER Dining Area,Terminal 1,
"""2018-09-21T09:36:00.000Z""",60b30008.96ba7,BOARD Aircraft,Terminal 1,B17
"""2018-09-21T07:30:00.000Z""",60b30008.96ba7,ENTER Duty Free Area,Terminal 1,
"""2018-09-21T06:16:00.000Z""",60b30008.96ba7,ENTER Duty Free Area,Terminal 1,
"""2018-11-17T13:05:00.000Z""",9956a408.ba7cd8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-11-17T13:12:00.000Z""",9956a408.ba7cd8,LEAVE Duty Free Area,Terminal 1,
"""2018-11-17T13:18:00.000Z""",9956a408.ba7cd8,ENTER Bording Gate Area,Terminal 1,B17
"""2018-11-17T12:40:00.000Z""",9956a408.ba7cd8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-11-17T13:08:00.000Z""",9956a408.ba7cd8,ENTER Duty Free Area,Terminal 1,
"""2018-11-17T13:38:00.000Z""",9956a408.ba7cd8,BOARD Aircraft,Terminal 1,B17
"""2018-08-03T08:50:00.000Z""",6d4fcdcd.fed554,Passport Control,Border-Control Booth 1,
"""2018-08-03T10:20:00.000Z""",6d4fcdcd.fed554,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-03T10:41:00.000Z""",6d4fcdcd.fed554,LEAVE Duty Free Area,Terminal 1,
"""2018-08-03T12:20:00.000Z""",6d4fcdcd.fed554,LEAVE Dining Area,Terminal 1,
"""2018-08-03T12:38:00.000Z""",6d4fcdcd.fed554,ENTER Bording Gate Area,Terminal 1,B14
"""2018-08-03T09:05:00.000Z""",6d4fcdcd.fed554,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-03T10:29:00.000Z""",6d4fcdcd.fed554,ENTER Duty Free Area,Terminal 1,
"""2018-08-03T11:05:00.000Z""",6d4fcdcd.fed554,ENTER Dining Area,Terminal 1,
"""2018-08-03T13:38:00.000Z""",6d4fcdcd.fed554,BOARD Aircraft,Terminal 1,B14
"""2018-08-07T20:04:00.000Z""",32e3d40c.6ba10c,LEAVE Dining Area,Terminal 1,
"""2018-08-07T20:22:00.000Z""",32e3d40c.6ba10c,ENTER Bording Gate Area,Terminal 1,B2
"""2018-08-07T18:49:00.000Z""",32e3d40c.6ba10c,ENTER Dining Area,Terminal 1,
"""2018-08-07T21:22:00.000Z""",32e3d40c.6ba10c,BOARD Aircraft,Terminal 1,B2
"""2018-08-13T09:47:00.000Z""",398930ee.c1d0d,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-13T10:05:00.000Z""",398930ee.c1d0d,ENTER Bording Gate Area,Terminal 1,B4
"""2018-08-13T08:32:00.000Z""",398930ee.c1d0d,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-13T11:05:00.000Z""",398930ee.c1d0d,BOARD Aircraft,Terminal 1,B4
"""2018-11-10T15:52:00.000Z""",bf4ebd7a.e748,Passport Control,Border-Control Booth 1,
"""2018-11-10T16:58:00.000Z""",bf4ebd7a.e748,LEAVE Dining Area,Terminal 1,
"""2018-11-10T17:10:00.000Z""",bf4ebd7a.e748,ENTER Bording Gate Area,Terminal 1,A16
"""2018-11-10T16:08:00.000Z""",bf4ebd7a.e748,ENTER Dining Area,Terminal 1,
"""2018-11-10T17:50:00.000Z""",bf4ebd7a.e748,BOARD Aircraft,Terminal 1,A16
"""2018-06-11T09:58:00.000Z""",e6570f9.548b9f,LEAVE Dining Area,Terminal 1,
"""2018-06-11T10:16:00.000Z""",e6570f9.548b9f,ENTER Bording Gate Area,Terminal 1,B17
"""2018-06-11T08:43:00.000Z""",e6570f9.548b9f,ENTER Dining Area,Terminal 1,
"""2018-06-11T11:16:00.000Z""",e6570f9.548b9f,BOARD Aircraft,Terminal 1,B17
"""2018-10-14T18:31:00.000Z""",1bca4673.b2acaa,ENTER Bording Gate Area,Terminal 1,B17
"""2018-10-14T19:31:00.000Z""",1bca4673.b2acaa,BOARD Aircraft,Terminal 1,B17
"""2018-06-11T06:05:00.000Z""",ddb5de9a.7a437,LEAVE Duty Free Area,Terminal 1,
"""2018-06-11T06:17:00.000Z""",ddb5de9a.7a437,ENTER Bording Gate Area,Terminal 1,B9
"""2018-06-11T05:57:00.000Z""",ddb5de9a.7a437,ENTER Duty Free Area,Terminal 1,
"""2018-06-11T06:57:00.000Z""",ddb5de9a.7a437,BOARD Aircraft,Terminal 1,B9
"""2018-10-25T07:00:00.000Z""",58194724.d57ab8,LEAVE Duty Free Area,Terminal 1,
"""2018-10-25T07:12:00.000Z""",58194724.d57ab8,ENTER Bording Gate Area,Terminal 1,B12
"""2018-10-25T06:52:00.000Z""",58194724.d57ab8,ENTER Duty Free Area,Terminal 1,
"""2018-10-25T07:52:00.000Z""",58194724.d57ab8,BOARD Aircraft,Terminal 1,B12
"""2018-03-24T16:17:00.000Z""",c570319.c9f61d,LEAVE Dining Area,Terminal 1,
"""2018-03-24T16:29:00.000Z""",c570319.c9f61d,ENTER Bording Gate Area,Terminal 1,A18
"""2018-03-24T15:27:00.000Z""",c570319.c9f61d,ENTER Dining Area,Terminal 1,
"""2018-03-24T17:09:00.000Z""",c570319.c9f61d,BOARD Aircraft,Terminal 1,A18
"""2018-12-04T13:08:00.000Z""",dddda5a9.bf4508,LEAVE Dining Area,Terminal 1,
"""2018-12-04T13:14:00.000Z""",dddda5a9.bf4508,ENTER Bording Gate Area,Terminal 1,A15
"""2018-12-04T12:43:00.000Z""",dddda5a9.bf4508,ENTER Dining Area,Terminal 1,
"""2018-12-04T13:34:00.000Z""",dddda5a9.bf4508,BOARD Aircraft,Terminal 1,A15
"""2018-12-14T19:51:00.000Z""",c7f3b889.e60ca8,Passport Control,Border-Control Booth 1,
"""2018-12-14T21:21:00.000Z""",c7f3b889.e60ca8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-14T21:42:00.000Z""",c7f3b889.e60ca8,LEAVE Duty Free Area,Terminal 1,
"""2018-12-14T23:21:00.000Z""",c7f3b889.e60ca8,LEAVE Dining Area,Terminal 1,
"""2018-12-14T23:39:00.000Z""",c7f3b889.e60ca8,ENTER Bording Gate Area,Terminal 1,B19
"""2018-12-14T20:06:00.000Z""",c7f3b889.e60ca8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-14T21:30:00.000Z""",c7f3b889.e60ca8,ENTER Duty Free Area,Terminal 1,
"""2018-12-14T22:06:00.000Z""",c7f3b889.e60ca8,ENTER Dining Area,Terminal 1,
"""2018-12-15T00:39:00.000Z""",c7f3b889.e60ca8,BOARD Aircraft,Terminal 1,B19
"""2018-05-02T09:59:00.000Z""",d940581a.6aafd8,ENTER Bording Gate Area,Terminal 1,B7
"""2018-05-02T10:59:00.000Z""",d940581a.6aafd8,BOARD Aircraft,Terminal 1,B7
"""2018-07-14T18:06:00.000Z""",49b5cc63.888804,Passport Control,Border-Control Booth 1,
"""2018-07-14T18:27:00.000Z""",49b5cc63.888804,LEAVE Duty Free Area,Terminal 1,
"""2018-07-14T20:06:00.000Z""",49b5cc63.888804,LEAVE Dining Area,Terminal 1,
"""2018-07-14T20:24:00.000Z""",49b5cc63.888804,ENTER Bording Gate Area,Terminal 1,B9
"""2018-07-14T18:15:00.000Z""",49b5cc63.888804,ENTER Duty Free Area,Terminal 1,
"""2018-07-14T18:51:00.000Z""",49b5cc63.888804,ENTER Dining Area,Terminal 1,
"""2018-07-14T21:24:00.000Z""",49b5cc63.888804,BOARD Aircraft,Terminal 1,B9
"""2018-04-26T11:27:00.000Z""",3831ed2.ea87f12,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-26T11:34:00.000Z""",3831ed2.ea87f12,LEAVE Duty Free Area,Terminal 1,
"""2018-04-26T12:07:00.000Z""",3831ed2.ea87f12,LEAVE Dining Area,Terminal 1,
"""2018-04-26T12:13:00.000Z""",3831ed2.ea87f12,ENTER Bording Gate Area,Terminal 1,B14
"""2018-04-26T11:02:00.000Z""",3831ed2.ea87f12,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-26T11:30:00.000Z""",3831ed2.ea87f12,ENTER Duty Free Area,Terminal 1,
"""2018-04-26T11:42:00.000Z""",3831ed2.ea87f12,ENTER Dining Area,Terminal 1,
"""2018-04-26T12:33:00.000Z""",3831ed2.ea87f12,BOARD Aircraft,Terminal 1,B14
"""2018-05-10T08:51:00.000Z""",4f82367.94bebc8,LEAVE Dining Area,Terminal 1,
"""2018-05-10T09:09:00.000Z""",4f82367.94bebc8,ENTER Bording Gate Area,Terminal 1,B2
"""2018-05-10T07:36:00.000Z""",4f82367.94bebc8,ENTER Dining Area,Terminal 1,
"""2018-05-10T10:09:00.000Z""",4f82367.94bebc8,BOARD Aircraft,Terminal 1,B2
"""2018-02-02T09:51:00.000Z""",b4fd1ea5.dee85,Passport Control,Border-Control Booth 1,
"""2018-02-02T11:21:00.000Z""",b4fd1ea5.dee85,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-02T13:00:00.000Z""",b4fd1ea5.dee85,LEAVE Dining Area,Terminal 1,
"""2018-02-02T13:18:00.000Z""",b4fd1ea5.dee85,ENTER Bording Gate Area,Terminal 1,B2
"""2018-02-02T10:06:00.000Z""",b4fd1ea5.dee85,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-02T11:45:00.000Z""",b4fd1ea5.dee85,ENTER Dining Area,Terminal 1,
"""2018-02-02T14:18:00.000Z""",b4fd1ea5.dee85,BOARD Aircraft,Terminal 1,B2
"""2018-03-24T06:56:00.000Z""",9ce14873.e1c3c8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-24T08:02:00.000Z""",9ce14873.e1c3c8,LEAVE Dining Area,Terminal 1,
"""2018-03-24T08:14:00.000Z""",9ce14873.e1c3c8,ENTER Bording Gate Area,Terminal 1,B7
"""2018-03-24T06:06:00.000Z""",9ce14873.e1c3c8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-24T07:12:00.000Z""",9ce14873.e1c3c8,ENTER Dining Area,Terminal 1,
"""2018-03-24T08:54:00.000Z""",9ce14873.e1c3c8,BOARD Aircraft,Terminal 1,B7
"""2018-08-17T08:29:00.000Z""",fb934e5c.cf64d,Passport Control,Border-Control Booth 1,
"""2018-08-17T09:59:00.000Z""",fb934e5c.cf64d,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-17T10:20:00.000Z""",fb934e5c.cf64d,LEAVE Duty Free Area,Terminal 1,
"""2018-08-17T11:59:00.000Z""",fb934e5c.cf64d,LEAVE Dining Area,Terminal 1,
"""2018-08-17T12:17:00.000Z""",fb934e5c.cf64d,ENTER Bording Gate Area,Terminal 1,B18
"""2018-08-17T08:44:00.000Z""",fb934e5c.cf64d,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-17T10:08:00.000Z""",fb934e5c.cf64d,ENTER Duty Free Area,Terminal 1,
"""2018-08-17T10:44:00.000Z""",fb934e5c.cf64d,ENTER Dining Area,Terminal 1,
"""2018-08-17T13:17:00.000Z""",fb934e5c.cf64d,BOARD Aircraft,Terminal 1,B18
"""2018-02-10T07:11:00.000Z""",3ed3ce3a.f04072,Passport Control,Border-Control Booth 1,
"""2018-02-10T08:17:00.000Z""",3ed3ce3a.f04072,LEAVE Dining Area,Terminal 1,
"""2018-02-10T08:29:00.000Z""",3ed3ce3a.f04072,ENTER Bording Gate Area,Terminal 1,A7
"""2018-02-10T07:27:00.000Z""",3ed3ce3a.f04072,ENTER Dining Area,Terminal 1,
"""2018-02-10T09:09:00.000Z""",3ed3ce3a.f04072,BOARD Aircraft,Terminal 1,A7
"""2018-10-03T09:09:00.000Z""",607a981.4ff3168,ENTER Bording Gate Area,Terminal 1,A15
"""2018-10-03T10:09:00.000Z""",607a981.4ff3168,BOARD Aircraft,Terminal 1,A15
"""2018-12-04T11:11:00.000Z""",4ba8b50b.cd7edc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-04T11:29:00.000Z""",4ba8b50b.cd7edc,ENTER Bording Gate Area,Terminal 1,B5
"""2018-12-04T09:56:00.000Z""",4ba8b50b.cd7edc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-04T12:29:00.000Z""",4ba8b50b.cd7edc,BOARD Aircraft,Terminal 1,B5
"""2018-06-30T18:20:00.000Z""",c241cf03.a0531,ENTER Bording Gate Area,Terminal 1,A2
"""2018-06-30T19:20:00.000Z""",c241cf03.a0531,BOARD Aircraft,Terminal 1,A2
"""2018-09-06T17:55:00.000Z""",47ee635b.11313c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-06T18:16:00.000Z""",47ee635b.11313c,LEAVE Duty Free Area,Terminal 1,
"""2018-09-06T19:55:00.000Z""",47ee635b.11313c,LEAVE Dining Area,Terminal 1,
"""2018-09-06T20:13:00.000Z""",47ee635b.11313c,ENTER Bording Gate Area,Terminal 1,B7
"""2018-09-06T16:40:00.000Z""",47ee635b.11313c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-06T18:04:00.000Z""",47ee635b.11313c,ENTER Duty Free Area,Terminal 1,
"""2018-09-06T18:40:00.000Z""",47ee635b.11313c,ENTER Dining Area,Terminal 1,
"""2018-09-06T21:13:00.000Z""",47ee635b.11313c,BOARD Aircraft,Terminal 1,B7
"""2018-04-24T11:12:00.000Z""",9d09782f.bc61a8,Passport Control,Border-Control Booth 1,
"""2018-04-24T11:45:00.000Z""",9d09782f.bc61a8,LEAVE Dining Area,Terminal 1,
"""2018-04-24T11:51:00.000Z""",9d09782f.bc61a8,ENTER Bording Gate Area,Terminal 1,A1
"""2018-04-24T11:20:00.000Z""",9d09782f.bc61a8,ENTER Dining Area,Terminal 1,
"""2018-04-24T12:11:00.000Z""",9d09782f.bc61a8,BOARD Aircraft,Terminal 1,A1
"""2018-12-15T23:29:00.000Z""",6a2c9c55.ad1314,LEAVE Dining Area,Terminal 1,
"""2018-12-15T23:47:00.000Z""",6a2c9c55.ad1314,ENTER Bording Gate Area,Terminal 1,B9
"""2018-12-15T21:50:00.000Z""",6a2c9c55.ad1314,LEAVE Duty Free Area,Terminal 1,
"""2018-12-15T21:29:00.000Z""",6a2c9c55.ad1314,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-15T22:14:00.000Z""",6a2c9c55.ad1314,ENTER Dining Area,Terminal 1,
"""2018-12-16T00:47:00.000Z""",6a2c9c55.ad1314,BOARD Aircraft,Terminal 1,B9
"""2018-12-15T21:38:00.000Z""",6a2c9c55.ad1314,ENTER Duty Free Area,Terminal 1,
"""2018-12-15T20:14:00.000Z""",6a2c9c55.ad1314,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-04T12:21:00.000Z""",9b62a39e.f05a5,LEAVE Dining Area,Terminal 1,
"""2018-10-04T12:27:00.000Z""",9b62a39e.f05a5,ENTER Bording Gate Area,Terminal 1,B13
"""2018-10-04T11:56:00.000Z""",9b62a39e.f05a5,ENTER Dining Area,Terminal 1,
"""2018-10-04T12:47:00.000Z""",9b62a39e.f05a5,BOARD Aircraft,Terminal 1,B13
"""2018-10-01T18:40:00.000Z""",adc646fc.c54368,LEAVE Duty Free Area,Terminal 1,
"""2018-10-01T20:10:00.000Z""",adc646fc.c54368,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-01T22:10:00.000Z""",adc646fc.c54368,LEAVE Dining Area,Terminal 1,
"""2018-10-01T22:28:00.000Z""",adc646fc.c54368,ENTER Bording Gate Area,Terminal 1,B9
"""2018-10-01T20:31:00.000Z""",adc646fc.c54368,LEAVE Duty Free Area,Terminal 1,
"""2018-10-01T18:55:00.000Z""",adc646fc.c54368,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-01T20:55:00.000Z""",adc646fc.c54368,ENTER Dining Area,Terminal 1,
"""2018-10-01T23:28:00.000Z""",adc646fc.c54368,BOARD Aircraft,Terminal 1,B9
"""2018-10-01T20:19:00.000Z""",adc646fc.c54368,ENTER Duty Free Area,Terminal 1,
"""2018-10-01T18:28:00.000Z""",adc646fc.c54368,ENTER Duty Free Area,Terminal 1,
"""2018-04-24T05:17:00.000Z""",a1a6531e.7079,Passport Control,Border-Control Booth 1,
"""2018-04-24T06:17:00.000Z""",a1a6531e.7079,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-04-24T07:23:00.000Z""",a1a6531e.7079,LEAVE Dining Area,Terminal 1,
"""2018-04-24T07:35:00.000Z""",a1a6531e.7079,ENTER Bording Gate Area,Terminal 1,B18
"""2018-04-24T05:27:00.000Z""",a1a6531e.7079,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-04-24T06:33:00.000Z""",a1a6531e.7079,ENTER Dining Area,Terminal 1,
"""2018-04-24T08:15:00.000Z""",a1a6531e.7079,BOARD Aircraft,Terminal 1,B18
"""2018-10-08T16:04:00.000Z""",b9af4571.2e6208,ENTER Bording Gate Area,Terminal 1,A10
"""2018-10-08T15:52:00.000Z""",b9af4571.2e6208,LEAVE Dining Area,Terminal 1,
"""2018-10-08T16:44:00.000Z""",b9af4571.2e6208,BOARD Aircraft,Terminal 1,A10
"""2018-10-08T15:02:00.000Z""",b9af4571.2e6208,ENTER Dining Area,Terminal 1,
"""2018-05-05T11:51:00.000Z""",6dbb86ad.6dcc18,LEAVE Duty Free Area,Terminal 1,
"""2018-05-05T12:24:00.000Z""",6dbb86ad.6dcc18,LEAVE Dining Area,Terminal 1,
"""2018-05-05T12:30:00.000Z""",6dbb86ad.6dcc18,ENTER Bording Gate Area,Terminal 1,B13
"""2018-05-05T11:47:00.000Z""",6dbb86ad.6dcc18,ENTER Duty Free Area,Terminal 1,
"""2018-05-05T11:59:00.000Z""",6dbb86ad.6dcc18,ENTER Dining Area,Terminal 1,
"""2018-05-05T12:50:00.000Z""",6dbb86ad.6dcc18,BOARD Aircraft,Terminal 1,B13
"""2018-05-07T18:13:00.000Z""",637f9c57.5720d4,LEAVE Dining Area,Terminal 1,
"""2018-05-07T18:31:00.000Z""",637f9c57.5720d4,ENTER Bording Gate Area,Terminal 1,B12
"""2018-05-07T16:58:00.000Z""",637f9c57.5720d4,ENTER Dining Area,Terminal 1,
"""2018-05-07T19:31:00.000Z""",637f9c57.5720d4,BOARD Aircraft,Terminal 1,B12
"""2018-11-14T16:08:00.000Z""",2fbdbf71.01797,ENTER Bording Gate Area,Terminal 1,B6
"""2018-11-14T16:48:00.000Z""",2fbdbf71.01797,BOARD Aircraft,Terminal 1,B6
"""2018-12-17T11:08:00.000Z""",d3781033.0619b,ENTER Bording Gate Area,Terminal 1,B1
"""2018-12-17T11:02:00.000Z""",d3781033.0619b,LEAVE Dining Area,Terminal 1,
"""2018-12-17T11:28:00.000Z""",d3781033.0619b,BOARD Aircraft,Terminal 1,B1
"""2018-12-17T10:37:00.000Z""",d3781033.0619b,ENTER Dining Area,Terminal 1,
"""2018-05-18T10:47:00.000Z""",694647ac.a53838,LEAVE Dining Area,Terminal 1,
"""2018-05-18T11:05:00.000Z""",694647ac.a53838,ENTER Bording Gate Area,Terminal 1,B6
"""2018-05-18T09:32:00.000Z""",694647ac.a53838,ENTER Dining Area,Terminal 1,
"""2018-05-18T12:05:00.000Z""",694647ac.a53838,BOARD Aircraft,Terminal 1,B6
"""2018-10-15T17:42:00.000Z""",91a5d3f6.66dd3,Passport Control,Border-Control Booth 1,
"""2018-10-15T18:03:00.000Z""",91a5d3f6.66dd3,LEAVE Duty Free Area,Terminal 1,
"""2018-10-15T19:42:00.000Z""",91a5d3f6.66dd3,LEAVE Dining Area,Terminal 1,
"""2018-10-15T20:00:00.000Z""",91a5d3f6.66dd3,ENTER Bording Gate Area,Terminal 1,A16
"""2018-10-15T17:51:00.000Z""",91a5d3f6.66dd3,ENTER Duty Free Area,Terminal 1,
"""2018-10-15T18:27:00.000Z""",91a5d3f6.66dd3,ENTER Dining Area,Terminal 1,
"""2018-10-15T21:00:00.000Z""",91a5d3f6.66dd3,BOARD Aircraft,Terminal 1,A16
"""2018-02-09T10:55:00.000Z""",ef5818ba.c290d8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-02-09T11:01:00.000Z""",ef5818ba.c290d8,ENTER Bording Gate Area,Terminal 1,B15
"""2018-02-09T10:30:00.000Z""",ef5818ba.c290d8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-02-09T11:21:00.000Z""",ef5818ba.c290d8,BOARD Aircraft,Terminal 1,B15
"""2018-11-20T19:49:00.000Z""",dd64af04.1b72,LEAVE Dining Area,Terminal 1,
"""2018-11-20T20:07:00.000Z""",dd64af04.1b72,ENTER Bording Gate Area,Terminal 1,B9
"""2018-11-20T18:34:00.000Z""",dd64af04.1b72,ENTER Dining Area,Terminal 1,
