_time,msg_id,STEP,LOCATION,GATE
"""2018-11-27T06:50:00.000Z""",3399ac44.6c8634,LEAVE Check-In Area,Terminal 1,
"""2018-11-27T06:38:00.000Z""",3399ac44.6c8634,ENTER Check-In Area,Terminal 1,
"""2018-11-23T10:37:00.000Z""",2ffcbdd7.609432,ENTER Departure Hall,Terminal 1,
"""2018-11-23T10:48:00.000Z""",2ffcbdd7.609432,LEAVE Check-In Area,Terminal 1,
"""2018-11-23T10:42:00.000Z""",2ffcbdd7.609432,ENTER Check-In Area,Terminal 1,
"""2018-09-20T04:46:00.000Z""",f61ecdcd.776b2,ENTER Departure Hall,Terminal 1,
"""2018-09-20T05:08:00.000Z""",f61ecdcd.776b2,LEAVE Check-In Area,Terminal 1,
"""2018-09-20T04:56:00.000Z""",f61ecdcd.776b2,ENTER Check-In Area,Terminal 1,
"""2018-04-24T12:16:00.000Z""",99263c24.a7268,ENTER Departure Hall,Terminal 1,
"""2018-04-24T12:38:00.000Z""",99263c24.a7268,LEAVE Check-In Area,Terminal 1,
"""2018-04-24T12:26:00.000Z""",99263c24.a7268,ENTER Check-In Area,Terminal 1,
"""2018-10-07T15:35:00.000Z""",93c899db.95b278,ENTER Departure Hall,Terminal 1,
"""2018-10-07T16:08:00.000Z""",93c899db.95b278,LEAVE Check-In Area,Terminal 1,
"""2018-10-07T15:50:00.000Z""",93c899db.95b278,ENTER Check-In Area,Terminal 1,
"""2018-09-17T17:13:00.000Z""",c0820c68.c43fa,ENTER Departure Hall,Terminal 1,
"""2018-09-17T17:37:00.000Z""",c0820c68.c43fa,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-09-17T17:28:00.000Z""",c0820c68.c43fa,ENTER Baggage-Drop Area,Terminal 1,
"""2018-09-05T09:40:00.000Z""",8d7dce3c.cba82,ENTER Departure Hall,Terminal 1,
"""2018-06-14T06:51:00.000Z""",ed49180.bcab2e8,ENTER Departure Hall,Terminal 1,
"""2018-06-14T07:15:00.000Z""",ed49180.bcab2e8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-14T07:06:00.000Z""",ed49180.bcab2e8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-29T03:01:00.000Z""",7d599c09.6e87f4,ENTER Departure Hall,Terminal 1,
"""2018-04-10T05:11:00.000Z""",eb395519.477418,ENTER Departure Hall,Terminal 1,
"""2018-04-10T05:33:00.000Z""",eb395519.477418,LEAVE Check-In Area,Terminal 1,
"""2018-04-10T05:21:00.000Z""",eb395519.477418,ENTER Check-In Area,Terminal 1,
"""2018-09-04T15:56:00.000Z""",d2f8c357.0d1ed,ENTER Departure Hall,Terminal 1,
"""2018-09-04T16:26:00.000Z""",d2f8c357.0d1ed,LEAVING Departure Hall,Terminal 1,
"""2018-05-05T11:37:00.000Z""",8e589e79.e2bc8,ENTER Departure Hall,Terminal 1,
"""2018-05-05T11:47:00.000Z""",8e589e79.e2bc8,LEAVING Departure Hall,Terminal 1,
"""2018-12-10T13:53:00.000Z""",fc43287e.75a8f8,ENTER Departure Hall,Terminal 1,
"""2018-12-10T14:13:00.000Z""",fc43287e.75a8f8,LEAVING Departure Hall,Terminal 1,
"""2018-11-18T11:44:00.000Z""",d4d8292e.1cd3a8,ENTER Departure Hall,Terminal 1,
"""2018-11-18T11:54:00.000Z""",d4d8292e.1cd3a8,LEAVING Departure Hall,Terminal 1,
"""2018-11-10T04:35:00.000Z""",70ecc9b4.3e2b08,ENTER Departure Hall,Terminal 1,
"""2018-11-10T04:55:00.000Z""",70ecc9b4.3e2b08,LEAVING Departure Hall,Terminal 1,
"""2018-03-08T05:34:00.000Z""",82c508b6.9ecdb8,ENTER Departure Hall,Terminal 1,
"""2018-03-08T05:54:00.000Z""",82c508b6.9ecdb8,LEAVING Departure Hall,Terminal 1,
"""2018-09-14T03:34:00.000Z""",d2c10086.7e883,ENTER Departure Hall,Terminal 1,
"""2018-09-14T03:50:00.000Z""",d2c10086.7e883,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-09-14T03:44:00.000Z""",d2c10086.7e883,ENTER Baggage-Drop Area,Terminal 1,
"""2018-09-28T17:32:00.000Z""",23ed559f.9bc43a,ENTER Departure Hall,Terminal 1,
"""2018-04-19T11:21:00.000Z""",d97082e7.e8598,ENTER Departure Hall,Terminal 1,
"""2018-04-19T11:32:00.000Z""",d97082e7.e8598,LEAVE Check-In Area,Terminal 1,
"""2018-04-19T11:26:00.000Z""",d97082e7.e8598,ENTER Check-In Area,Terminal 1,
"""2018-08-18T11:18:00.000Z""",28b4a6de.790c5a,ENTER Departure Hall,Terminal 1,
"""2018-08-18T11:26:00.000Z""",28b4a6de.790c5a,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-18T11:23:00.000Z""",28b4a6de.790c5a,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-04T11:58:00.000Z""",220e1d6c.04bdb2,ENTER Departure Hall,Terminal 1,
"""2018-07-04T12:09:00.000Z""",220e1d6c.04bdb2,LEAVE Check-In Area,Terminal 1,
"""2018-07-04T12:03:00.000Z""",220e1d6c.04bdb2,ENTER Check-In Area,Terminal 1,
"""2018-07-07T09:38:00.000Z""",dced75b3.b9fac8,ENTER Departure Hall,Terminal 1,
"""2018-07-07T09:49:00.000Z""",dced75b3.b9fac8,LEAVE Check-In Area,Terminal 1,
"""2018-07-07T09:43:00.000Z""",dced75b3.b9fac8,ENTER Check-In Area,Terminal 1,
"""2018-08-29T16:13:00.000Z""",1798dc9e.386a23,ENTER Departure Hall,Terminal 1,
"""2018-03-02T06:26:00.000Z""",1fd062ce.a743ad,ENTER Departure Hall,Terminal 1,
"""2018-03-02T06:42:00.000Z""",1fd062ce.a743ad,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-03-02T06:36:00.000Z""",1fd062ce.a743ad,ENTER Baggage-Drop Area,Terminal 1,
"""2018-04-26T09:12:00.000Z""",eba97cc0.e692e,ENTER Departure Hall,Terminal 1,
"""2018-04-26T09:23:00.000Z""",eba97cc0.e692e,LEAVE Check-In Area,Terminal 1,
"""2018-04-26T09:17:00.000Z""",eba97cc0.e692e,ENTER Check-In Area,Terminal 1,
"""2018-08-27T10:08:00.000Z""",567856c9.4c24d8,ENTER Departure Hall,Terminal 1,
"""2018-08-27T10:19:00.000Z""",567856c9.4c24d8,LEAVE Check-In Area,Terminal 1,
"""2018-08-27T10:13:00.000Z""",567856c9.4c24d8,ENTER Check-In Area,Terminal 1,
"""2018-10-09T12:12:00.000Z""",5306ab24.1c5444,ENTER Departure Hall,Terminal 1,
"""2018-09-25T03:39:00.000Z""",2cfd47d9.f65e18,ENTER Departure Hall,Terminal 1,
"""2018-05-15T17:21:00.000Z""",f710cb51.60ea58,ENTER Departure Hall,Terminal 1,
"""2018-05-15T17:51:00.000Z""",f710cb51.60ea58,LEAVING Departure Hall,Terminal 1,
"""2018-12-18T05:33:00.000Z""",9c74d266.b6bec,ENTER Departure Hall,Terminal 1,
"""2018-09-17T03:22:00.000Z""",c87dd416.f09c78,ENTER Departure Hall,Terminal 1,
"""2018-12-07T17:31:00.000Z""",bffb7ba5.620ee8,ENTER Departure Hall,Terminal 1,
"""2018-04-01T15:51:00.000Z""",84ada6f7.089158,ENTER Departure Hall,Terminal 1,
"""2018-04-01T16:21:00.000Z""",84ada6f7.089158,LEAVING Departure Hall,Terminal 1,
"""2018-02-05T07:30:00.000Z""",e9a255ab.eeb398,ENTER Departure Hall,Terminal 1,
"""2018-02-05T08:00:00.000Z""",e9a255ab.eeb398,LEAVING Departure Hall,Terminal 1,
"""2018-12-03T05:25:00.000Z""",4a38f3b8.313b4c,ENTER Departure Hall,Terminal 1,
"""2018-12-03T05:41:00.000Z""",4a38f3b8.313b4c,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-12-03T05:35:00.000Z""",4a38f3b8.313b4c,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-25T15:02:00.000Z""",8d88b7cb.222038,ENTER Departure Hall,Terminal 1,
"""2018-07-25T15:35:00.000Z""",8d88b7cb.222038,LEAVE Check-In Area,Terminal 1,
"""2018-07-25T15:17:00.000Z""",8d88b7cb.222038,ENTER Check-In Area,Terminal 1,
"""2018-12-22T17:27:00.000Z""",6ae9bdce.247fc4,ENTER Departure Hall,Terminal 1,
"""2018-12-22T18:00:00.000Z""",6ae9bdce.247fc4,LEAVE Check-In Area,Terminal 1,
"""2018-12-22T17:42:00.000Z""",6ae9bdce.247fc4,ENTER Check-In Area,Terminal 1,
"""2018-04-08T07:33:00.000Z""",6cb48725.8a7598,ENTER Departure Hall,Terminal 1,
"""2018-04-08T07:57:00.000Z""",6cb48725.8a7598,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-08T07:48:00.000Z""",6cb48725.8a7598,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-17T09:02:00.000Z""",ac92e57a.327128,ENTER Departure Hall,Terminal 1,
"""2018-10-17T09:10:00.000Z""",ac92e57a.327128,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-17T09:07:00.000Z""",ac92e57a.327128,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-10T10:06:00.000Z""",ebcc4575.890e68,ENTER Departure Hall,Terminal 1,
"""2018-06-10T10:14:00.000Z""",ebcc4575.890e68,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-06-10T10:11:00.000Z""",ebcc4575.890e68,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-11T06:11:00.000Z""",63251853.14d6c8,ENTER Departure Hall,Terminal 1,
"""2018-07-11T06:35:00.000Z""",63251853.14d6c8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-11T06:26:00.000Z""",63251853.14d6c8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-02-02T10:51:00.000Z""",9e295032.2a779,ENTER Departure Hall,Terminal 1,
"""2018-02-02T10:59:00.000Z""",9e295032.2a779,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-02-02T10:56:00.000Z""",9e295032.2a779,ENTER Baggage-Drop Area,Terminal 1,
"""2018-04-08T04:46:00.000Z""",2cc49ea4.87f312,ENTER Departure Hall,Terminal 1,
"""2018-11-16T05:17:00.000Z""",d9e109a9.f17168,ENTER Departure Hall,Terminal 1,
"""2018-10-22T07:09:00.000Z""",f8354267.72217,ENTER Departure Hall,Terminal 1,
"""2018-10-22T07:42:00.000Z""",f8354267.72217,LEAVE Check-In Area,Terminal 1,
"""2018-10-22T07:24:00.000Z""",f8354267.72217,ENTER Check-In Area,Terminal 1,
"""2018-09-23T11:02:00.000Z""",d6bc3092.3c54e,ENTER Departure Hall,Terminal 1,
"""2018-09-23T11:13:00.000Z""",d6bc3092.3c54e,LEAVE Check-In Area,Terminal 1,
"""2018-09-23T11:07:00.000Z""",d6bc3092.3c54e,ENTER Check-In Area,Terminal 1,
"""2018-09-26T05:04:00.000Z""",b43e1d2f.e1fd,ENTER Departure Hall,Terminal 1,
"""2018-09-26T05:26:00.000Z""",b43e1d2f.e1fd,LEAVE Check-In Area,Terminal 1,
"""2018-09-26T05:14:00.000Z""",b43e1d2f.e1fd,ENTER Check-In Area,Terminal 1,
"""2018-03-08T16:51:00.000Z""",eb09701d.f3c6,ENTER Departure Hall,Terminal 1,
"""2018-06-25T17:14:00.000Z""",a9deba5.94e5148,ENTER Departure Hall,Terminal 1,
"""2018-06-25T17:47:00.000Z""",a9deba5.94e5148,LEAVE Check-In Area,Terminal 1,
"""2018-06-25T17:29:00.000Z""",a9deba5.94e5148,ENTER Check-In Area,Terminal 1,
"""2018-08-13T16:44:00.000Z""",3d1b21bc.9b629e,ENTER Departure Hall,Terminal 1,
"""2018-08-13T17:08:00.000Z""",3d1b21bc.9b629e,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-13T16:59:00.000Z""",3d1b21bc.9b629e,ENTER Baggage-Drop Area,Terminal 1,
"""2018-09-27T07:40:00.000Z""",9127b449.f03618,ENTER Departure Hall,Terminal 1,
"""2018-03-25T15:39:00.000Z""",81e52163.e89e7,ENTER Departure Hall,Terminal 1,
"""2018-03-25T16:12:00.000Z""",81e52163.e89e7,LEAVE Check-In Area,Terminal 1,
"""2018-03-25T15:54:00.000Z""",81e52163.e89e7,ENTER Check-In Area,Terminal 1,
"""2018-11-09T10:33:00.000Z""",a1478297.8d692,ENTER Departure Hall,Terminal 1,
"""2018-11-09T10:43:00.000Z""",a1478297.8d692,LEAVING Departure Hall,Terminal 1,
"""2018-04-02T13:04:00.000Z""",7f60dcb8.34afa4,ENTER Departure Hall,Terminal 1,
"""2018-04-02T13:20:00.000Z""",7f60dcb8.34afa4,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-04-02T13:14:00.000Z""",7f60dcb8.34afa4,ENTER Baggage-Drop Area,Terminal 1,
"""2018-05-18T04:22:00.000Z""",44223327.b48bec,ENTER Departure Hall,Terminal 1,
"""2018-10-12T12:01:00.000Z""",9af3ec49.c8b1d,ENTER Departure Hall,Terminal 1,
"""2018-09-12T11:08:00.000Z""",9a07a285.2a3e3,ENTER Departure Hall,Terminal 1,
"""2018-09-12T11:18:00.000Z""",9a07a285.2a3e3,LEAVING Departure Hall,Terminal 1,
"""2018-02-17T17:46:00.000Z""",9272a320.c56b7,ENTER Departure Hall,Terminal 1,
"""2018-02-17T18:16:00.000Z""",9272a320.c56b7,LEAVING Departure Hall,Terminal 1,
"""2018-02-15T09:25:00.000Z""",c9c689a4.96b5f8,ENTER Departure Hall,Terminal 1,
"""2018-02-15T09:55:00.000Z""",c9c689a4.96b5f8,LEAVING Departure Hall,Terminal 1,
"""2018-11-30T17:17:00.000Z""",777d618f.bbfa8,ENTER Departure Hall,Terminal 1,
"""2018-11-30T17:47:00.000Z""",777d618f.bbfa8,LEAVING Departure Hall,Terminal 1,
"""2018-04-14T11:44:00.000Z""",49a3eeba.58fa4,ENTER Departure Hall,Terminal 1,
"""2018-04-14T11:54:00.000Z""",49a3eeba.58fa4,LEAVING Departure Hall,Terminal 1,
"""2018-06-17T07:52:00.000Z""",8b0bfb79.7df7c8,ENTER Departure Hall,Terminal 1,
"""2018-06-17T08:22:00.000Z""",8b0bfb79.7df7c8,LEAVING Departure Hall,Terminal 1,
"""2018-04-08T16:36:00.000Z""",af5a536d.1ebf8,ENTER Departure Hall,Terminal 1,
"""2018-04-08T17:06:00.000Z""",af5a536d.1ebf8,LEAVING Departure Hall,Terminal 1,
"""2018-11-06T08:35:00.000Z""",671de78e.6d5a38,ENTER Departure Hall,Terminal 1,
"""2018-11-06T08:59:00.000Z""",671de78e.6d5a38,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-06T08:50:00.000Z""",671de78e.6d5a38,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-15T13:52:00.000Z""",c14a25db.8327c8,ENTER Departure Hall,Terminal 1,
"""2018-07-15T14:08:00.000Z""",c14a25db.8327c8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-15T14:02:00.000Z""",c14a25db.8327c8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-06-18T06:33:00.000Z""",5196d715.a52778,ENTER Departure Hall,Terminal 1,
"""2018-07-06T06:45:00.000Z""",382b78ad.09cd38,ENTER Departure Hall,Terminal 1,
"""2018-07-06T07:18:00.000Z""",382b78ad.09cd38,LEAVE Check-In Area,Terminal 1,
"""2018-07-06T07:00:00.000Z""",382b78ad.09cd38,ENTER Check-In Area,Terminal 1,
"""2018-06-15T03:15:00.000Z""",7d2fb42f.f1bb4c,ENTER Departure Hall,Terminal 1,
"""2018-06-15T03:35:00.000Z""",7d2fb42f.f1bb4c,LEAVING Departure Hall,Terminal 1,
"""2018-03-03T12:30:00.000Z""",33a81e22.1a6702,ENTER Departure Hall,Terminal 1,
"""2018-03-03T12:40:00.000Z""",33a81e22.1a6702,LEAVING Departure Hall,Terminal 1,
"""2018-09-28T07:10:00.000Z""",90268f64.e9bd4,ENTER Departure Hall,Terminal 1,
"""2018-06-05T03:08:00.000Z""",d78504fa.4ae078,ENTER Departure Hall,Terminal 1,
"""2018-06-05T03:28:00.000Z""",d78504fa.4ae078,LEAVING Departure Hall,Terminal 1,
"""2018-04-04T11:45:00.000Z""",9fa7dc2f.74883,ENTER Departure Hall,Terminal 1,
"""2018-02-14T09:55:00.000Z""",577c3edc.c19af,ENTER Departure Hall,Terminal 1,
"""2018-02-14T10:28:00.000Z""",577c3edc.c19af,LEAVE Check-In Area,Terminal 1,
"""2018-02-14T10:10:00.000Z""",577c3edc.c19af,ENTER Check-In Area,Terminal 1,
"""2018-04-27T15:35:00.000Z""",d29c2c45.2e7f3,ENTER Departure Hall,Terminal 1,
"""2018-04-27T16:08:00.000Z""",d29c2c45.2e7f3,LEAVE Check-In Area,Terminal 1,
"""2018-04-27T15:50:00.000Z""",d29c2c45.2e7f3,ENTER Check-In Area,Terminal 1,
"""2018-07-09T12:21:00.000Z""",40d6b188.b26f2,ENTER Departure Hall,Terminal 1,
"""2018-07-09T12:43:00.000Z""",40d6b188.b26f2,LEAVE Check-In Area,Terminal 1,
"""2018-07-09T12:31:00.000Z""",40d6b188.b26f2,ENTER Check-In Area,Terminal 1,
"""2018-11-12T08:35:00.000Z""",f16ec6f6.3bf478,ENTER Departure Hall,Terminal 1,
"""2018-11-12T09:08:00.000Z""",f16ec6f6.3bf478,LEAVE Check-In Area,Terminal 1,
"""2018-11-12T08:50:00.000Z""",f16ec6f6.3bf478,ENTER Check-In Area,Terminal 1,
"""2018-12-07T08:50:00.000Z""",6f3d2484.4895ac,ENTER Departure Hall,Terminal 1,
"""2018-12-07T09:23:00.000Z""",6f3d2484.4895ac,LEAVE Check-In Area,Terminal 1,
"""2018-12-07T09:05:00.000Z""",6f3d2484.4895ac,ENTER Check-In Area,Terminal 1,
"""2018-10-14T16:47:00.000Z""",101e951f.b6294b,ENTER Departure Hall,Terminal 1,
"""2018-10-14T17:20:00.000Z""",101e951f.b6294b,LEAVE Check-In Area,Terminal 1,
"""2018-10-14T17:02:00.000Z""",101e951f.b6294b,ENTER Check-In Area,Terminal 1,
"""2018-08-24T10:51:00.000Z""",6d1ec4a0.1d689c,ENTER Departure Hall,Terminal 1,
"""2018-08-24T11:02:00.000Z""",6d1ec4a0.1d689c,LEAVE Check-In Area,Terminal 1,
"""2018-08-24T10:56:00.000Z""",6d1ec4a0.1d689c,ENTER Check-In Area,Terminal 1,
"""2018-10-25T06:33:00.000Z""",2564e96e.019fd6,ENTER Departure Hall,Terminal 1,
"""2018-10-25T07:06:00.000Z""",2564e96e.019fd6,LEAVE Check-In Area,Terminal 1,
"""2018-10-25T06:48:00.000Z""",2564e96e.019fd6,ENTER Check-In Area,Terminal 1,
"""2018-11-28T13:00:00.000Z""",59632f3b.28175,ENTER Departure Hall,Terminal 1,
"""2018-11-28T13:16:00.000Z""",59632f3b.28175,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-28T13:10:00.000Z""",59632f3b.28175,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-28T04:31:00.000Z""",4338a819.5fa358,ENTER Departure Hall,Terminal 1,
"""2018-10-12T05:09:00.000Z""",a5791790.27cb58,ENTER Departure Hall,Terminal 1,
"""2018-09-13T15:25:00.000Z""",e176951e.c71058,ENTER Departure Hall,Terminal 1,
"""2018-05-12T11:10:00.000Z""",60df057c.e67fdc,ENTER Departure Hall,Terminal 1,
"""2018-11-19T14:00:00.000Z""",8901bdeb.955f4,ENTER Departure Hall,Terminal 1,
"""2018-11-19T14:22:00.000Z""",8901bdeb.955f4,LEAVE Check-In Area,Terminal 1,
"""2018-11-19T14:10:00.000Z""",8901bdeb.955f4,ENTER Check-In Area,Terminal 1,
"""2018-07-10T14:21:00.000Z""",c9c0c0c3.26743,ENTER Departure Hall,Terminal 1,
"""2018-12-03T05:42:00.000Z""",e48933bf.4c69,ENTER Departure Hall,Terminal 1,
"""2018-10-05T10:48:00.000Z""",503a7590.e50fcc,ENTER Departure Hall,Terminal 1,
"""2018-05-11T15:21:00.000Z""",7dcb862c.d59ce8,ENTER Departure Hall,Terminal 1,
"""2018-12-10T09:57:00.000Z""",75087381.0dd6fc,ENTER Departure Hall,Terminal 1,
"""2018-06-14T04:24:00.000Z""",66002ede.fe88,ENTER Departure Hall,Terminal 1,
"""2018-06-14T04:46:00.000Z""",66002ede.fe88,LEAVE Check-In Area,Terminal 1,
"""2018-06-14T04:34:00.000Z""",66002ede.fe88,ENTER Check-In Area,Terminal 1,
"""2018-02-12T14:27:00.000Z""",ce9a13cb.43d95,ENTER Departure Hall,Terminal 1,
"""2018-06-12T11:19:00.000Z""",21d5ff97.52bd7,ENTER Departure Hall,Terminal 1,
"""2018-06-12T11:30:00.000Z""",21d5ff97.52bd7,LEAVE Check-In Area,Terminal 1,
"""2018-06-12T11:24:00.000Z""",21d5ff97.52bd7,ENTER Check-In Area,Terminal 1,
"""2018-03-05T14:41:00.000Z""",396c8952.2c2b96,ENTER Departure Hall,Terminal 1,
"""2018-03-05T15:01:00.000Z""",396c8952.2c2b96,LEAVING Departure Hall,Terminal 1,
"""2018-03-27T11:00:00.000Z""",5d909c75.97bf44,ENTER Departure Hall,Terminal 1,
"""2018-03-27T11:10:00.000Z""",5d909c75.97bf44,LEAVING Departure Hall,Terminal 1,
"""2018-09-20T13:55:00.000Z""",30b6ba62.e27dc6,ENTER Departure Hall,Terminal 1,
"""2018-09-20T14:15:00.000Z""",30b6ba62.e27dc6,LEAVING Departure Hall,Terminal 1,
"""2018-05-25T12:30:00.000Z""",17e5266a.73b9ba,ENTER Departure Hall,Terminal 1,
"""2018-05-25T12:50:00.000Z""",17e5266a.73b9ba,LEAVING Departure Hall,Terminal 1,
"""2018-08-28T09:58:00.000Z""",8f62494b.7e0fe8,ENTER Departure Hall,Terminal 1,
"""2018-08-28T10:08:00.000Z""",8f62494b.7e0fe8,LEAVING Departure Hall,Terminal 1,
"""2018-07-14T05:06:00.000Z""",f5b7717.b95e19,ENTER Departure Hall,Terminal 1,
"""2018-07-14T05:26:00.000Z""",f5b7717.b95e19,LEAVING Departure Hall,Terminal 1,
"""2018-09-27T12:11:00.000Z""",33a7cd6b.467f52,ENTER Departure Hall,Terminal 1,
"""2018-09-27T12:31:00.000Z""",33a7cd6b.467f52,LEAVING Departure Hall,Terminal 1,
"""2018-05-28T12:11:00.000Z""",4c11641.d9fd49c,ENTER Departure Hall,Terminal 1,
"""2018-05-28T12:31:00.000Z""",4c11641.d9fd49c,LEAVING Departure Hall,Terminal 1,
"""2018-02-16T04:19:00.000Z""",c814e013.6ba91,ENTER Departure Hall,Terminal 1,
"""2018-04-08T08:44:00.000Z""",38400127.ecd5be,ENTER Departure Hall,Terminal 1,
"""2018-08-24T16:42:00.000Z""",28e725f2.7e455a,ENTER Departure Hall,Terminal 1,
"""2018-08-24T17:06:00.000Z""",28e725f2.7e455a,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-24T16:57:00.000Z""",28e725f2.7e455a,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-19T11:05:00.000Z""",6f371d04.abec44,ENTER Departure Hall,Terminal 1,
"""2018-07-25T13:28:00.000Z""",4786a40b.34665c,ENTER Departure Hall,Terminal 1,
"""2018-06-08T08:17:00.000Z""",7b40ce2.cea6c3,ENTER Departure Hall,Terminal 1,
"""2018-06-08T08:50:00.000Z""",7b40ce2.cea6c3,LEAVE Check-In Area,Terminal 1,
"""2018-06-08T08:32:00.000Z""",7b40ce2.cea6c3,ENTER Check-In Area,Terminal 1,
"""2018-05-25T13:50:00.000Z""",774dd26e.f9396c,ENTER Departure Hall,Terminal 1,
"""2018-05-25T14:12:00.000Z""",774dd26e.f9396c,LEAVE Check-In Area,Terminal 1,
"""2018-05-25T14:00:00.000Z""",774dd26e.f9396c,ENTER Check-In Area,Terminal 1,
"""2018-04-26T11:57:00.000Z""",4f65ac3f.cefc54,ENTER Departure Hall,Terminal 1,
"""2018-04-26T12:08:00.000Z""",4f65ac3f.cefc54,LEAVE Check-In Area,Terminal 1,
"""2018-04-26T12:02:00.000Z""",4f65ac3f.cefc54,ENTER Check-In Area,Terminal 1,
"""2018-05-08T06:18:00.000Z""",d9ca2dfc.5b32a,ENTER Departure Hall,Terminal 1,
"""2018-05-08T06:42:00.000Z""",d9ca2dfc.5b32a,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-05-08T06:33:00.000Z""",d9ca2dfc.5b32a,ENTER Baggage-Drop Area,Terminal 1,
"""2018-12-20T18:22:00.000Z""",b5e45659.ee52c8,ENTER Departure Hall,Terminal 1,
"""2018-05-27T03:32:00.000Z""",2838948e.7facec,ENTER Departure Hall,Terminal 1,
"""2018-05-27T03:48:00.000Z""",2838948e.7facec,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-05-27T03:42:00.000Z""",2838948e.7facec,ENTER Baggage-Drop Area,Terminal 1,
"""2018-08-20T11:20:00.000Z""",8a1e4e70.a00cf,ENTER Departure Hall,Terminal 1,
"""2018-08-30T17:27:00.000Z""",8792e9d0.d63338,ENTER Departure Hall,Terminal 1,
"""2018-06-10T11:32:00.000Z""",5c5d6171.5487a,ENTER Departure Hall,Terminal 1,
"""2018-04-15T14:14:00.000Z""",13d32c7b.017f44,ENTER Departure Hall,Terminal 1,
"""2018-02-18T06:57:00.000Z""",9154f28d.01249,ENTER Departure Hall,Terminal 1,
"""2018-02-18T07:19:00.000Z""",9154f28d.01249,LEAVE Check-In Area,Terminal 1,
"""2018-02-18T07:07:00.000Z""",9154f28d.01249,ENTER Check-In Area,Terminal 1,
"""2018-05-27T09:53:00.000Z""",bda3917c.a06df,ENTER Departure Hall,Terminal 1,
"""2018-05-27T10:03:00.000Z""",bda3917c.a06df,LEAVING Departure Hall,Terminal 1,
"""2018-11-18T18:28:00.000Z""",495fcabf.fbf1f4,ENTER Departure Hall,Terminal 1,
"""2018-11-18T18:52:00.000Z""",495fcabf.fbf1f4,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-11-18T18:43:00.000Z""",495fcabf.fbf1f4,ENTER Baggage-Drop Area,Terminal 1,
"""2018-08-17T07:16:00.000Z""",8ae4f209.e3e8d,ENTER Departure Hall,Terminal 1,
"""2018-08-17T07:40:00.000Z""",8ae4f209.e3e8d,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-08-17T07:31:00.000Z""",8ae4f209.e3e8d,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-16T05:46:00.000Z""",22a7d89.4c61a28,ENTER Departure Hall,Terminal 1,
"""2018-10-16T06:06:00.000Z""",22a7d89.4c61a28,LEAVING Departure Hall,Terminal 1,
"""2018-02-23T04:18:00.000Z""",f2c01cfc.389ed,ENTER Departure Hall,Terminal 1,
"""2018-05-07T03:05:00.000Z""",7fe5b517.b1148c,ENTER Departure Hall,Terminal 1,
"""2018-05-07T03:27:00.000Z""",7fe5b517.b1148c,LEAVE Check-In Area,Terminal 1,
"""2018-05-07T03:15:00.000Z""",7fe5b517.b1148c,ENTER Check-In Area,Terminal 1,
"""2018-11-02T11:23:00.000Z""",cdab7380.6808e,ENTER Departure Hall,Terminal 1,
"""2018-08-30T17:05:00.000Z""",90140383.40c9b,ENTER Departure Hall,Terminal 1,
"""2018-06-11T08:46:00.000Z""",d07b8620.038738,ENTER Departure Hall,Terminal 1,
"""2018-12-21T10:49:00.000Z""",7158bac.5a0e644,ENTER Departure Hall,Terminal 1,
"""2018-02-16T14:21:00.000Z""",cfb2b52c.351688,ENTER Departure Hall,Terminal 1,
"""2018-02-16T14:43:00.000Z""",cfb2b52c.351688,LEAVE Check-In Area,Terminal 1,
"""2018-02-16T14:31:00.000Z""",cfb2b52c.351688,ENTER Check-In Area,Terminal 1,
