_time,pax_id,STEP,LOCATION,GATE
"""2018-11-10T07:22:00.000Z""",3a4e294c.b14666,ENTER Security Lane,SEC-LANE-5,
"""2018-03-01T12:43:00.000Z""",40dea996.e519a8,ENTER Departure Hall,Terminal 1,
"""2018-03-01T12:53:00.000Z""",40dea996.e519a8,LEAVING Departure Hall,Terminal 1,
"""2018-07-06T10:28:00.000Z""",bfff6586.89e718,ENTER Departure Hall,Terminal 1,
"""2018-07-06T10:43:00.000Z""",bfff6586.89e718,LEAVE Security Check,SEC-POS-2,
"""2018-07-06T10:50:00.000Z""",bfff6586.89e718,LEAVE Duty Free Area,Terminal 1,
"""2018-07-06T11:20:00.000Z""",bfff6586.89e718,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-06T11:33:00.000Z""",bfff6586.89e718,ENTER Bording Gate Area,Terminal 1,B16
"""2018-07-06T10:41:00.000Z""",bfff6586.89e718,ENTER Security Check,SEC-POS-2,
"""2018-07-06T11:27:00.000Z""",bfff6586.89e718,LEAVE Duty Free Area,Terminal 1,
"""2018-07-06T10:55:00.000Z""",bfff6586.89e718,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-06T11:53:00.000Z""",bfff6586.89e718,BOARD Aircraft,Terminal 1,B16
"""2018-07-06T10:33:00.000Z""",bfff6586.89e718,ENTER Security Lane,SEC-LANE-5,
"""2018-07-06T11:23:00.000Z""",bfff6586.89e718,ENTER Duty Free Area,Terminal 1,
"""2018-07-06T10:46:00.000Z""",bfff6586.89e718,ENTER Duty Free Area,Terminal 1,
"""2018-08-13T17:14:00.000Z""",a1530eba.2becc,ENTER Departure Hall,Terminal 1,
"""2018-08-13T17:47:00.000Z""",a1530eba.2becc,LEAVE Check-In Area,Terminal 1,
"""2018-08-13T18:32:00.000Z""",a1530eba.2becc,LEAVE Security Check,SEC-POS-2,
"""2018-08-13T20:02:00.000Z""",a1530eba.2becc,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-08-13T20:20:00.000Z""",a1530eba.2becc,ENTER Bording Gate Area,Terminal 1,B13
"""2018-08-13T17:29:00.000Z""",a1530eba.2becc,ENTER Check-In Area,Terminal 1,
"""2018-08-13T18:26:00.000Z""",a1530eba.2becc,ENTER Security Check,SEC-POS-2,
"""2018-08-13T18:47:00.000Z""",a1530eba.2becc,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-08-13T21:20:00.000Z""",a1530eba.2becc,BOARD Aircraft,Terminal 1,B13
"""2018-08-13T18:02:00.000Z""",a1530eba.2becc,ENTER Security Lane,SEC-LANE-5,
"""2018-12-20T12:54:00.000Z""",b9bebbc9.0f32e8,ENTER Departure Hall,Terminal 1,
"""2018-12-20T13:05:00.000Z""",b9bebbc9.0f32e8,LEAVE Check-In Area,Terminal 1,
"""2018-12-20T13:20:00.000Z""",b9bebbc9.0f32e8,LEAVE Security Check,SEC-POS-2,
"""2018-12-20T13:53:00.000Z""",b9bebbc9.0f32e8,LEAVE Dining Area,Terminal 1,
"""2018-12-20T13:59:00.000Z""",b9bebbc9.0f32e8,ENTER Bording Gate Area,Terminal 1,A4
"""2018-12-20T12:59:00.000Z""",b9bebbc9.0f32e8,ENTER Check-In Area,Terminal 1,
"""2018-12-20T13:18:00.000Z""",b9bebbc9.0f32e8,ENTER Security Check,SEC-POS-2,
"""2018-12-20T13:28:00.000Z""",b9bebbc9.0f32e8,ENTER Dining Area,Terminal 1,
"""2018-12-20T14:19:00.000Z""",b9bebbc9.0f32e8,BOARD Aircraft,Terminal 1,A4
"""2018-12-20T13:10:00.000Z""",b9bebbc9.0f32e8,ENTER Security Lane,SEC-LANE-5,
"""2018-10-01T08:54:00.000Z""",cf02ff62.c3537,ENTER Departure Hall,Terminal 1,
"""2018-10-01T09:27:00.000Z""",cf02ff62.c3537,LEAVE Check-In Area,Terminal 1,
"""2018-10-01T10:12:00.000Z""",cf02ff62.c3537,LEAVE Security Check,SEC-POS-2,
"""2018-10-01T10:18:00.000Z""",cf02ff62.c3537,Passport Control,Border-Control Booth 1,
"""2018-10-01T11:57:00.000Z""",cf02ff62.c3537,LEAVE Dining Area,Terminal 1,
"""2018-10-01T12:15:00.000Z""",cf02ff62.c3537,ENTER Bording Gate Area,Terminal 1,B10
"""2018-10-01T09:09:00.000Z""",cf02ff62.c3537,ENTER Check-In Area,Terminal 1,
"""2018-10-01T10:06:00.000Z""",cf02ff62.c3537,ENTER Security Check,SEC-POS-2,
"""2018-10-01T10:42:00.000Z""",cf02ff62.c3537,ENTER Dining Area,Terminal 1,
"""2018-10-01T13:15:00.000Z""",cf02ff62.c3537,BOARD Aircraft,Terminal 1,B10
"""2018-10-01T09:42:00.000Z""",cf02ff62.c3537,ENTER Security Lane,SEC-LANE-5,
"""2018-03-15T16:54:00.000Z""",8fcb5acf.3e25c8,ENTER Departure Hall,Terminal 1,
"""2018-03-15T17:27:00.000Z""",8fcb5acf.3e25c8,LEAVE Check-In Area,Terminal 1,
"""2018-03-15T18:12:00.000Z""",8fcb5acf.3e25c8,LEAVE Security Check,SEC-POS-2,
"""2018-03-15T19:51:00.000Z""",8fcb5acf.3e25c8,LEAVE Dining Area,Terminal 1,
"""2018-03-15T20:09:00.000Z""",8fcb5acf.3e25c8,ENTER Bording Gate Area,Terminal 1,B15
"""2018-03-15T17:09:00.000Z""",8fcb5acf.3e25c8,ENTER Check-In Area,Terminal 1,
"""2018-03-15T18:06:00.000Z""",8fcb5acf.3e25c8,ENTER Security Check,SEC-POS-2,
"""2018-03-15T18:36:00.000Z""",8fcb5acf.3e25c8,ENTER Dining Area,Terminal 1,
"""2018-03-15T21:09:00.000Z""",8fcb5acf.3e25c8,BOARD Aircraft,Terminal 1,B15
"""2018-03-15T17:42:00.000Z""",8fcb5acf.3e25c8,ENTER Security Lane,SEC-LANE-5,
"""2018-12-26T16:07:00.000Z""",42898f09.4c20b,ENTER Departure Hall,Terminal 1,
"""2018-12-26T16:40:00.000Z""",42898f09.4c20b,LEAVE Check-In Area,Terminal 1,
"""2018-12-26T17:25:00.000Z""",42898f09.4c20b,LEAVE Security Check,SEC-POS-2,
"""2018-12-26T17:43:00.000Z""",42898f09.4c20b,ENTER Bording Gate Area,Terminal 1,A19
"""2018-12-26T16:22:00.000Z""",42898f09.4c20b,ENTER Check-In Area,Terminal 1,
"""2018-12-26T17:19:00.000Z""",42898f09.4c20b,ENTER Security Check,SEC-POS-2,
"""2018-12-26T18:43:00.000Z""",42898f09.4c20b,BOARD Aircraft,Terminal 1,A19
"""2018-12-26T16:55:00.000Z""",42898f09.4c20b,ENTER Security Lane,SEC-LANE-5,
"""2018-04-20T05:28:00.000Z""",7098456.7a635bc,ENTER Departure Hall,Terminal 1,
"""2018-04-20T05:50:00.000Z""",7098456.7a635bc,LEAVE Check-In Area,Terminal 1,
"""2018-04-20T06:20:00.000Z""",7098456.7a635bc,LEAVE Security Check,SEC-POS-2,
"""2018-04-20T06:24:00.000Z""",7098456.7a635bc,Passport Control,Border-Control Booth 1,
"""2018-04-20T07:30:00.000Z""",7098456.7a635bc,LEAVE Dining Area,Terminal 1,
"""2018-04-20T07:42:00.000Z""",7098456.7a635bc,ENTER Bording Gate Area,Terminal 1,B18
"""2018-04-20T05:38:00.000Z""",7098456.7a635bc,ENTER Check-In Area,Terminal 1,
"""2018-04-20T06:16:00.000Z""",7098456.7a635bc,ENTER Security Check,SEC-POS-2,
"""2018-04-20T06:40:00.000Z""",7098456.7a635bc,ENTER Dining Area,Terminal 1,
"""2018-04-20T08:22:00.000Z""",7098456.7a635bc,BOARD Aircraft,Terminal 1,B18
"""2018-04-20T06:00:00.000Z""",7098456.7a635bc,ENTER Security Lane,SEC-LANE-5,
"""2018-12-18T10:07:00.000Z""",db73119b.4e845,ENTER Departure Hall,Terminal 1,
"""2018-12-18T10:18:00.000Z""",db73119b.4e845,LEAVE Check-In Area,Terminal 1,
"""2018-12-18T10:33:00.000Z""",db73119b.4e845,LEAVE Security Check,SEC-POS-2,
"""2018-12-18T10:40:00.000Z""",db73119b.4e845,LEAVE Duty Free Area,Terminal 1,
"""2018-12-18T10:46:00.000Z""",db73119b.4e845,ENTER Bording Gate Area,Terminal 1,B12
"""2018-12-18T10:12:00.000Z""",db73119b.4e845,ENTER Check-In Area,Terminal 1,
"""2018-12-18T10:31:00.000Z""",db73119b.4e845,ENTER Security Check,SEC-POS-2,
"""2018-12-18T10:36:00.000Z""",db73119b.4e845,ENTER Duty Free Area,Terminal 1,
"""2018-12-18T11:06:00.000Z""",db73119b.4e845,BOARD Aircraft,Terminal 1,B12
"""2018-12-18T10:23:00.000Z""",db73119b.4e845,ENTER Security Lane,SEC-LANE-5,
"""2018-03-03T12:48:00.000Z""",aaa793a6.8d20e,ENTER Departure Hall,Terminal 1,
"""2018-03-03T12:59:00.000Z""",aaa793a6.8d20e,LEAVE Check-In Area,Terminal 1,
"""2018-03-03T13:14:00.000Z""",aaa793a6.8d20e,LEAVE Security Check,SEC-POS-2,
"""2018-03-03T13:44:00.000Z""",aaa793a6.8d20e,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-03T14:17:00.000Z""",aaa793a6.8d20e,LEAVE Dining Area,Terminal 1,
"""2018-03-03T14:23:00.000Z""",aaa793a6.8d20e,ENTER Bording Gate Area,Terminal 1,B14
"""2018-03-03T12:53:00.000Z""",aaa793a6.8d20e,ENTER Check-In Area,Terminal 1,
"""2018-03-03T13:12:00.000Z""",aaa793a6.8d20e,ENTER Security Check,SEC-POS-2,
"""2018-03-03T13:19:00.000Z""",aaa793a6.8d20e,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-03T13:52:00.000Z""",aaa793a6.8d20e,ENTER Dining Area,Terminal 1,
"""2018-03-03T14:43:00.000Z""",aaa793a6.8d20e,BOARD Aircraft,Terminal 1,B14
"""2018-03-03T13:04:00.000Z""",aaa793a6.8d20e,ENTER Security Lane,SEC-LANE-5,
"""2018-02-21T13:15:00.000Z""",d3c4ff26.5acef,ENTER Departure Hall,Terminal 1,
"""2018-02-21T13:35:00.000Z""",d3c4ff26.5acef,LEAVING Departure Hall,Terminal 1,
"""2018-07-24T16:31:00.000Z""",90a980bb.9e69e,ENTER Departure Hall,Terminal 1,
"""2018-07-24T16:55:00.000Z""",90a980bb.9e69e,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-24T17:40:00.000Z""",90a980bb.9e69e,LEAVE Security Check,SEC-POS-2,
"""2018-07-24T17:58:00.000Z""",90a980bb.9e69e,ENTER Bording Gate Area,Terminal 1,A12
"""2018-07-24T16:46:00.000Z""",90a980bb.9e69e,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-24T17:34:00.000Z""",90a980bb.9e69e,ENTER Security Check,SEC-POS-2,
"""2018-07-24T18:58:00.000Z""",90a980bb.9e69e,BOARD Aircraft,Terminal 1,A12
"""2018-07-24T17:10:00.000Z""",90a980bb.9e69e,ENTER Security Lane,SEC-LANE-5,
"""2018-04-07T10:09:00.000Z""",f2ab49e.7510cb8,ENTER Departure Hall,Terminal 1,
"""2018-04-07T10:24:00.000Z""",f2ab49e.7510cb8,LEAVE Security Check,SEC-POS-2,
"""2018-04-07T10:30:00.000Z""",f2ab49e.7510cb8,ENTER Bording Gate Area,Terminal 1,A5
"""2018-04-07T10:22:00.000Z""",f2ab49e.7510cb8,ENTER Security Check,SEC-POS-2,
"""2018-04-07T10:50:00.000Z""",f2ab49e.7510cb8,BOARD Aircraft,Terminal 1,A5
"""2018-04-07T10:14:00.000Z""",f2ab49e.7510cb8,ENTER Security Lane,SEC-LANE-5,
"""2018-03-02T10:51:00.000Z""",9d842a3e.0b31d8,ENTER Departure Hall,Terminal 1,
"""2018-03-02T10:59:00.000Z""",9d842a3e.0b31d8,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-03-02T11:14:00.000Z""",9d842a3e.0b31d8,LEAVE Security Check,SEC-POS-2,
"""2018-03-02T11:44:00.000Z""",9d842a3e.0b31d8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-02T11:51:00.000Z""",9d842a3e.0b31d8,LEAVE Duty Free Area,Terminal 1,
"""2018-03-02T11:57:00.000Z""",9d842a3e.0b31d8,ENTER Bording Gate Area,Terminal 1,B18
"""2018-03-02T10:56:00.000Z""",9d842a3e.0b31d8,ENTER Baggage-Drop Area,Terminal 1,
"""2018-03-02T11:12:00.000Z""",9d842a3e.0b31d8,ENTER Security Check,SEC-POS-2,
"""2018-03-02T11:19:00.000Z""",9d842a3e.0b31d8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-02T11:47:00.000Z""",9d842a3e.0b31d8,ENTER Duty Free Area,Terminal 1,
"""2018-03-02T12:17:00.000Z""",9d842a3e.0b31d8,BOARD Aircraft,Terminal 1,B18
"""2018-03-02T11:04:00.000Z""",9d842a3e.0b31d8,ENTER Security Lane,SEC-LANE-5,
"""2018-10-22T11:19:00.000Z""",46697583.e5cc0c,ENTER Departure Hall,Terminal 1,
"""2018-10-22T11:27:00.000Z""",46697583.e5cc0c,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-10-22T11:42:00.000Z""",46697583.e5cc0c,LEAVE Security Check,SEC-POS-2,
"""2018-10-22T12:12:00.000Z""",46697583.e5cc0c,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-10-22T12:45:00.000Z""",46697583.e5cc0c,LEAVE Dining Area,Terminal 1,
"""2018-10-22T12:51:00.000Z""",46697583.e5cc0c,ENTER Bording Gate Area,Terminal 1,A5
"""2018-10-22T11:24:00.000Z""",46697583.e5cc0c,ENTER Baggage-Drop Area,Terminal 1,
"""2018-10-22T11:40:00.000Z""",46697583.e5cc0c,ENTER Security Check,SEC-POS-2,
"""2018-10-22T11:47:00.000Z""",46697583.e5cc0c,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-10-22T12:20:00.000Z""",46697583.e5cc0c,ENTER Dining Area,Terminal 1,
"""2018-10-22T13:11:00.000Z""",46697583.e5cc0c,BOARD Aircraft,Terminal 1,A5
"""2018-10-22T11:32:00.000Z""",46697583.e5cc0c,ENTER Security Lane,SEC-LANE-5,
"""2018-07-12T12:45:00.000Z""",12b53303.8f355d,ENTER Departure Hall,Terminal 1,
"""2018-07-12T13:01:00.000Z""",12b53303.8f355d,LEAVE Baggage-Drop Area,Terminal 1,
"""2018-07-12T13:31:00.000Z""",12b53303.8f355d,LEAVE Security Check,SEC-POS-2,
"""2018-07-12T14:37:00.000Z""",12b53303.8f355d,LEAVE Dining Area,Terminal 1,
"""2018-07-12T14:49:00.000Z""",12b53303.8f355d,ENTER Bording Gate Area,Terminal 1,B11
"""2018-07-12T12:55:00.000Z""",12b53303.8f355d,ENTER Baggage-Drop Area,Terminal 1,
"""2018-07-12T13:27:00.000Z""",12b53303.8f355d,ENTER Security Check,SEC-POS-2,
"""2018-07-12T13:47:00.000Z""",12b53303.8f355d,ENTER Dining Area,Terminal 1,
"""2018-07-12T15:29:00.000Z""",12b53303.8f355d,BOARD Aircraft,Terminal 1,B11
"""2018-07-12T13:11:00.000Z""",12b53303.8f355d,ENTER Security Lane,SEC-LANE-5,
"""2018-05-02T03:42:00.000Z""",150e6d63.85cb13,ENTER Departure Hall,Terminal 1,
"""2018-05-02T04:12:00.000Z""",150e6d63.85cb13,LEAVE Security Check,SEC-POS-2,
"""2018-05-02T04:26:00.000Z""",150e6d63.85cb13,LEAVE Duty Free Area,Terminal 1,
"""2018-05-02T05:26:00.000Z""",150e6d63.85cb13,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-05-02T06:46:00.000Z""",150e6d63.85cb13,LEAVE Dining Area,Terminal 1,
"""2018-05-02T06:58:00.000Z""",150e6d63.85cb13,ENTER Bording Gate Area,Terminal 1,A7
"""2018-05-02T04:08:00.000Z""",150e6d63.85cb13,ENTER Security Check,SEC-POS-2,
"""2018-05-02T05:40:00.000Z""",150e6d63.85cb13,LEAVE Duty Free Area,Terminal 1,
"""2018-05-02T04:36:00.000Z""",150e6d63.85cb13,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-05-02T05:56:00.000Z""",150e6d63.85cb13,ENTER Dining Area,Terminal 1,
"""2018-05-02T07:38:00.000Z""",150e6d63.85cb13,BOARD Aircraft,Terminal 1,A7
"""2018-05-02T03:52:00.000Z""",150e6d63.85cb13,ENTER Security Lane,SEC-LANE-5,
"""2018-05-02T05:32:00.000Z""",150e6d63.85cb13,ENTER Duty Free Area,Terminal 1,
"""2018-05-02T04:18:00.000Z""",150e6d63.85cb13,ENTER Duty Free Area,Terminal 1,
"""2018-04-16T05:54:00.000Z""",ae02005e.fdd5c,ENTER Departure Hall,Terminal 1,
"""2018-04-16T06:16:00.000Z""",ae02005e.fdd5c,LEAVE Check-In Area,Terminal 1,
"""2018-04-16T06:46:00.000Z""",ae02005e.fdd5c,LEAVE Security Check,SEC-POS-2,
"""2018-04-16T06:50:00.000Z""",ae02005e.fdd5c,Passport Control,Border-Control Booth 1,
"""2018-04-16T07:56:00.000Z""",ae02005e.fdd5c,LEAVE Dining Area,Terminal 1,
"""2018-04-16T08:08:00.000Z""",ae02005e.fdd5c,ENTER Bording Gate Area,Terminal 1,A12
"""2018-04-16T06:04:00.000Z""",ae02005e.fdd5c,ENTER Check-In Area,Terminal 1,
"""2018-04-16T06:42:00.000Z""",ae02005e.fdd5c,ENTER Security Check,SEC-POS-2,
"""2018-04-16T07:06:00.000Z""",ae02005e.fdd5c,ENTER Dining Area,Terminal 1,
"""2018-04-16T08:48:00.000Z""",ae02005e.fdd5c,BOARD Aircraft,Terminal 1,A12
"""2018-04-16T06:26:00.000Z""",ae02005e.fdd5c,ENTER Security Lane,SEC-LANE-5,
"""2018-03-11T11:51:00.000Z""",b0fb31db.e7c02,ENTER Departure Hall,Terminal 1,
"""2018-03-11T12:06:00.000Z""",b0fb31db.e7c02,LEAVE Security Check,SEC-POS-2,
"""2018-03-11T12:13:00.000Z""",b0fb31db.e7c02,LEAVE Duty Free Area,Terminal 1,
"""2018-03-11T12:43:00.000Z""",b0fb31db.e7c02,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-03-11T12:56:00.000Z""",b0fb31db.e7c02,ENTER Bording Gate Area,Terminal 1,B9
"""2018-03-11T12:04:00.000Z""",b0fb31db.e7c02,ENTER Security Check,SEC-POS-2,
"""2018-03-11T12:50:00.000Z""",b0fb31db.e7c02,LEAVE Duty Free Area,Terminal 1,
"""2018-03-11T12:18:00.000Z""",b0fb31db.e7c02,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-03-11T13:16:00.000Z""",b0fb31db.e7c02,BOARD Aircraft,Terminal 1,B9
"""2018-03-11T11:56:00.000Z""",b0fb31db.e7c02,ENTER Security Lane,SEC-LANE-5,
"""2018-03-11T12:46:00.000Z""",b0fb31db.e7c02,ENTER Duty Free Area,Terminal 1,
"""2018-03-11T12:09:00.000Z""",b0fb31db.e7c02,ENTER Duty Free Area,Terminal 1,
"""2018-10-25T15:22:00.000Z""",a4df84cb.fc6d48,ENTER Departure Hall,Terminal 1,
"""2018-10-25T16:07:00.000Z""",a4df84cb.fc6d48,LEAVE Security Check,SEC-POS-2,
"""2018-10-25T16:25:00.000Z""",a4df84cb.fc6d48,ENTER Bording Gate Area,Terminal 1,B14
"""2018-10-25T16:01:00.000Z""",a4df84cb.fc6d48,ENTER Security Check,SEC-POS-2,
"""2018-10-25T17:25:00.000Z""",a4df84cb.fc6d48,BOARD Aircraft,Terminal 1,B14
"""2018-10-25T15:37:00.000Z""",a4df84cb.fc6d48,ENTER Security Lane,SEC-LANE-5,
"""2018-12-09T09:58:00.000Z""",1bd1db56.d6cf05,ENTER Departure Hall,Terminal 1,
"""2018-12-09T10:31:00.000Z""",1bd1db56.d6cf05,LEAVE Check-In Area,Terminal 1,
"""2018-12-09T11:16:00.000Z""",1bd1db56.d6cf05,LEAVE Security Check,SEC-POS-2,
"""2018-12-09T12:46:00.000Z""",1bd1db56.d6cf05,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-12-09T14:25:00.000Z""",1bd1db56.d6cf05,LEAVE Dining Area,Terminal 1,
"""2018-12-09T14:43:00.000Z""",1bd1db56.d6cf05,ENTER Bording Gate Area,Terminal 1,A15
"""2018-12-09T10:13:00.000Z""",1bd1db56.d6cf05,ENTER Check-In Area,Terminal 1,
"""2018-12-09T11:10:00.000Z""",1bd1db56.d6cf05,ENTER Security Check,SEC-POS-2,
"""2018-12-09T11:31:00.000Z""",1bd1db56.d6cf05,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-12-09T13:10:00.000Z""",1bd1db56.d6cf05,ENTER Dining Area,Terminal 1,
"""2018-12-09T15:43:00.000Z""",1bd1db56.d6cf05,BOARD Aircraft,Terminal 1,A15
"""2018-12-09T10:46:00.000Z""",1bd1db56.d6cf05,ENTER Security Lane,SEC-LANE-5,
"""2018-09-11T09:55:00.000Z""",8aaaf835.ee11b8,ENTER Departure Hall,Terminal 1,
"""2018-09-11T10:06:00.000Z""",8aaaf835.ee11b8,LEAVE Check-In Area,Terminal 1,
"""2018-09-11T10:21:00.000Z""",8aaaf835.ee11b8,LEAVE Security Check,SEC-POS-2,
"""2018-09-11T10:51:00.000Z""",8aaaf835.ee11b8,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-09-11T11:24:00.000Z""",8aaaf835.ee11b8,LEAVE Dining Area,Terminal 1,
"""2018-09-11T11:30:00.000Z""",8aaaf835.ee11b8,ENTER Bording Gate Area,Terminal 1,B17
"""2018-09-11T10:00:00.000Z""",8aaaf835.ee11b8,ENTER Check-In Area,Terminal 1,
"""2018-09-11T10:19:00.000Z""",8aaaf835.ee11b8,ENTER Security Check,SEC-POS-2,
"""2018-09-11T10:26:00.000Z""",8aaaf835.ee11b8,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-09-11T10:59:00.000Z""",8aaaf835.ee11b8,ENTER Dining Area,Terminal 1,
"""2018-09-11T11:50:00.000Z""",8aaaf835.ee11b8,BOARD Aircraft,Terminal 1,B17
"""2018-09-11T10:11:00.000Z""",8aaaf835.ee11b8,ENTER Security Lane,SEC-LANE-5,
"""2018-02-22T04:50:00.000Z""",7fa7141d.d4a03c,ENTER Departure Hall,Terminal 1,
"""2018-02-22T05:12:00.000Z""",7fa7141d.d4a03c,LEAVE Check-In Area,Terminal 1,
"""2018-02-22T05:42:00.000Z""",7fa7141d.d4a03c,LEAVE Security Check,SEC-POS-2,
"""2018-02-22T06:48:00.000Z""",7fa7141d.d4a03c,LEAVE Dining Area,Terminal 1,
"""2018-02-22T07:00:00.000Z""",7fa7141d.d4a03c,ENTER Bording Gate Area,Terminal 1,B4
"""2018-02-22T05:00:00.000Z""",7fa7141d.d4a03c,ENTER Check-In Area,Terminal 1,
"""2018-02-22T05:38:00.000Z""",7fa7141d.d4a03c,ENTER Security Check,SEC-POS-2,
"""2018-02-22T05:58:00.000Z""",7fa7141d.d4a03c,ENTER Dining Area,Terminal 1,
"""2018-02-22T07:40:00.000Z""",7fa7141d.d4a03c,BOARD Aircraft,Terminal 1,B4
"""2018-02-22T05:22:00.000Z""",7fa7141d.d4a03c,ENTER Security Lane,SEC-LANE-5,
"""2018-08-15T05:47:00.000Z""",ac85fe0.441ac,ENTER Departure Hall,Terminal 1,
"""2018-08-15T06:09:00.000Z""",ac85fe0.441ac,LEAVE Check-In Area,Terminal 1,
"""2018-08-15T06:39:00.000Z""",ac85fe0.441ac,LEAVE Security Check,SEC-POS-2,
"""2018-08-15T06:53:00.000Z""",ac85fe0.441ac,LEAVE Duty Free Area,Terminal 1,
"""2018-08-15T07:59:00.000Z""",ac85fe0.441ac,LEAVE Dining Area,Terminal 1,
"""2018-08-15T08:11:00.000Z""",ac85fe0.441ac,ENTER Bording Gate Area,Terminal 1,A9
"""2018-08-15T05:57:00.000Z""",ac85fe0.441ac,ENTER Check-In Area,Terminal 1,
"""2018-08-15T06:35:00.000Z""",ac85fe0.441ac,ENTER Security Check,SEC-POS-2,
"""2018-08-15T06:45:00.000Z""",ac85fe0.441ac,ENTER Duty Free Area,Terminal 1,
"""2018-08-15T07:09:00.000Z""",ac85fe0.441ac,ENTER Dining Area,Terminal 1,
"""2018-08-15T08:51:00.000Z""",ac85fe0.441ac,BOARD Aircraft,Terminal 1,A9
"""2018-08-15T06:19:00.000Z""",ac85fe0.441ac,ENTER Security Lane,SEC-LANE-5,
"""2018-07-13T04:39:00.000Z""",851ee7f7.387c88,ENTER Departure Hall,Terminal 1,
"""2018-07-13T05:09:00.000Z""",851ee7f7.387c88,LEAVE Security Check,SEC-POS-2,
"""2018-07-13T05:13:00.000Z""",851ee7f7.387c88,Passport Control,Border-Control Booth 1,
"""2018-07-13T06:13:00.000Z""",851ee7f7.387c88,LEAVE Frequent Flyer Lounge,Terminal 1,
"""2018-07-13T07:19:00.000Z""",851ee7f7.387c88,LEAVE Dining Area,Terminal 1,
"""2018-07-13T07:31:00.000Z""",851ee7f7.387c88,ENTER Bording Gate Area,Terminal 1,B1
"""2018-07-13T05:05:00.000Z""",851ee7f7.387c88,ENTER Security Check,SEC-POS-2,
"""2018-07-13T05:23:00.000Z""",851ee7f7.387c88,ENTER Frequent Flyer Lounge,Terminal 1,
"""2018-07-13T06:29:00.000Z""",851ee7f7.387c88,ENTER Dining Area,Terminal 1,
"""2018-07-13T08:11:00.000Z""",851ee7f7.387c88,BOARD Aircraft,Terminal 1,B1
"""2018-07-13T04:49:00.000Z""",851ee7f7.387c88,ENTER Security Lane,SEC-LANE-5,
"""2018-03-26T17:28:00.000Z""",be042f7a.2abf7,ENTER Departure Hall,Terminal 1,
"""2018-03-26T18:13:00.000Z""",be042f7a.2abf7,LEAVE Security Check,SEC-POS-2,
"""2018-03-26T19:52:00.000Z""",be042f7a.2abf7,LEAVE Dining Area,Terminal 1,
"""2018-03-26T20:10:00.000Z""",be042f7a.2abf7,ENTER Bording Gate Area,Terminal 1,A16
"""2018-03-26T18:07:00.000Z""",be042f7a.2abf7,ENTER Security Check,SEC-POS-2,
"""2018-03-26T18:37:00.000Z""",be042f7a.2abf7,ENTER Dining Area,Terminal 1,
"""2018-03-26T21:10:00.000Z""",be042f7a.2abf7,BOARD Aircraft,Terminal 1,A16
"""2018-03-26T17:43:00.000Z""",be042f7a.2abf7,ENTER Security Lane,SEC-LANE-5,
"""2018-11-05T04:31:00.000Z""",2004a54c.10bf2a,ENTER Departure Hall,Terminal 1,
"""2018-11-05T05:01:00.000Z""",2004a54c.10bf2a,LEAVE Security Check,SEC-POS-2,
"""2018-11-05T06:07:00.000Z""",2004a54c.10bf2a,LEAVE Dining Area,Terminal 1,
"""2018-11-05T06:19:00.000Z""",2004a54c.10bf2a,ENTER Bording Gate Area,Terminal 1,B7
"""2018-11-05T04:57:00.000Z""",2004a54c.10bf2a,ENTER Security Check,SEC-POS-2,
"""2018-11-05T05:17:00.000Z""",2004a54c.10bf2a,ENTER Dining Area,Terminal 1,
"""2018-11-05T06:59:00.000Z""",2004a54c.10bf2a,BOARD Aircraft,Terminal 1,B7
"""2018-11-05T04:41:00.000Z""",2004a54c.10bf2a,ENTER Security Lane,SEC-LANE-5,
"""2018-02-10T16:37:00.000Z""",52620f9c.e5327,ENTER Departure Hall,Terminal 1,
"""2018-02-10T17:10:00.000Z""",52620f9c.e5327,LEAVE Check-In Area,Terminal 1,
"""2018-02-10T17:55:00.000Z""",52620f9c.e5327,LEAVE Security Check,SEC-POS-2,
"""2018-02-10T18:01:00.000Z""",52620f9c.e5327,Passport Control,Border-Control Booth 1,
"""2018-02-10T18:19:00.000Z""",52620f9c.e5327,ENTER Bording Gate Area,Terminal 1,B11
